Phone_Name,Price,Review_ID,Author,Location,Rating,Title,Review,Age
"OnePlus Nord CE5 5G (Nexus Blue, 128 GB)  (8 GB RAM)","₹24,040",review-d23dc6cc-ab5f-43de-b2c9-6bc9b6f146a0,MK05 Singh, New Delhi,5,Classy product,Very good product,11 days ago
"OnePlus Nord CE5 5G (Nexus Blue, 128 GB)  (8 GB RAM)","₹24,040",review-2d82855b-0efa-48d6-8b5b-c0c997526999,Flipkart Customer, Jalesar,5,Perfect product!,Excellent,6 days ago
"OnePlus Nord CE5 5G (Nexus Blue, 128 GB)  (8 GB RAM)","₹24,040",review-5ac69931-31d4-4751-8e90-b96480c799c2,Flipkart Customer, Zahirabad,3,Fair,This mobile is worth the price ❤️,6 days ago
"OnePlus Nord CE5 5G (Nexus Blue, 128 GB)  (8 GB RAM)","₹24,040",review-8106fc7e-5be8-492e-a3e5-c49515ba1408,Premananda Biswal, Bargarh District,5,Awesome,Super 👍,2 days ago
